nr_contrato,cnpj,nr_orgao,nr_ug,quant_terceirizados
000012017,05.234.289/0001-27,36212,253002,6
000012018,01.248.111/0001-84,25000,170177,2
000012018,03.399.966/0001-31,44207,443048,1
000012018,10.446.347/0002-05,22000,130023,10
000012018,11.399.787/0001-22,26405,158959,4
000012019,01.248.111/0001-84,44207,443034,3
000012019,01.629.026/0001-66,26432,158395,1
000012019,02.531.343/0001-08,36000,250036,6
000012019,04.795.101/0001-57,15000,080016,4
000012019,05.510.654/0004-21,35000,240010,31
000012019,05.870.404/0001-50,26408,158293,28
000012019,07.795.609/0001-43,36201,254422,1
000012019,12.578.927/0001-92,22000,130062,1
000012019,15.712.329/0002-33,36211,255000,9
000012019,23.370.473/0001-86,26417,155895,7
000012019,39.272.265/0001-84,26406,158885,16
000012020,01.426.994/0001-75,25000,170217,1
000012020,02.425.466/0001-64,26417,158470,3
000012020,02.966.930/0001-20,39252,393031,1
000012020,03.229.363/0001-91,26432,154675,4
000012020,03.229.363/0001-91,26432,158400,8
000012020,03.265.996/0001-55,26406,158418,10
000012020,03.265.996/0001-55,26406,158420,10
000012020,03.265.996/0001-55,26406,158429,4
000012020,03.325.436/0001-49,26402,152805,1
000012020,03.750.757/0001-90,26420,158269,17
000012020,04.201.934/0001-42,44000,440001,13
000012020,04.558.234/0001-00,26421,158376,4
000012020,05.379.371/0001-40,26249,153166,6
000012020,05.488.891/0001-90,30802,200118,8
000012020,07.260.872/0001-38,26402,152804,1
000012020,07.990.965/0001-18,26404,158435,13
000012020,09.198.704/0001-95,30108,200358,12
000012020,09.406.386/0001-00,22000,130090,10
000012020,10.013.974/0001-63,26279,154048,27
000012020,10.330.342/0001-23,26402,152815,1
000012020,15.014.790/0001-31,26236,150182,1
000012020,17.249.507/0001-86,26258,150149,4
000012020,17.259.378/0001-07,63000,110096,5
000012020,21.938.382/0001-79,26442,158634,4
000012020,24.329.959/0001-33,22000,130074,14
000012020,37.077.716/0001-05,53207,533018,4
000012020,79.894.168/0001-48,26438,158516,6
000012021,01.264.336/0001-24,26247,153164,76
000012021,02.425.466/0001-64,26431,158357,2
000012021,06.059.231/0001-57,25000,170133,8
000012021,06.988.305/0001-30,14000,070017,59
000012021,07.094.346/0001-45,22204,193002,1
000012021,07.260.872/0001-38,26402,152800,1
000012021,07.271.878/0001-00,22000,130070,54
000012021,09.019.150/0001-11,26431,158354,3
000012021,09.228.233/0001-10,22000,130088,6
000012021,10.364.152/0002-08,26436,158340,8
000012021,10.581.285/0001-55,63000,110099,1
000012021,11.399.787/0001-22,26431,158360,6
000012021,11.818.593/0001-14,20411,343026,6
000012021,12.187.221/0001-08,30108,200340,13
000012021,12.202.614/0001-35,22000,130028,3
000012021,13.019.295/0008-66,25000,170035,7
000012021,13.739.782/0002-08,26406,158427,6
000012021,14.151.000/0001-05,22000,130094,12
000012021,15.501.021/0001-68,26432,154674,1
000012021,17.469.843/0001-34,62201,113217,3
000012021,19.107.299/0001-06,26403,155440,8
000012021,20.345.453/0001-67,30108,200380,34
000012021,23.501.536/0001-96,36211,255000,9
000012021,24.930.315/0001-04,52121,160088,6
000012021,34.939.967/0001-55,22000,130100,5
000012021,42.035.097/0002-07,26418,158477,10
000012021,77.998.912/0018-77,26406,158885,4
000012021,79.283.065/0003-03,26432,156542,2
000012022,00.323.090/0001-51,26418,158477,12
000012022,00.976.595/0001-15,26436,158126,1
000012022,02.567.270/0001-04,26417,158470,1
000012022,02.685.728/0001-20,63000,110096,10
000012022,03.586.181/0001-78,26419,158264,9
000012022,03.586.181/0001-78,48002,170153,5
000012022,03.627.226/0001-05,26414,158333,1
000012022,03.656.609/0001-01,22222,925866,7
000012022,03.848.916/0001-94,63000,110099,1
000012022,04.164.046/0001-05,22000,130074,2
000012022,04.604.320/0001-01,22000,130088,8
000012022,05.069.154/0001-53,26408,158291,1
000012022,05.608.779/0001-46,30802,200232,1
000012022,05.870.404/0001-50,26408,158293,14
000012022,06.028.733/0001-10,26424,158131,13
000012022,06.080.116/0001-64,52121,160332,13
000012022,07.319.323/0001-91,63000,110102,13
000012022,07.887.934/0001-36,26404,154617,28
000012022,08.538.011/0001-31,48002,170214,8
000012022,08.538.011/0001-31,53202,533013,1
000012022,08.744.139/0001-51,63000,110161,219
000012022,08.764.312/0001-83,26412,158305,3
000012022,10.278.243/0001-40,62201,113214,5
000012022,10.364.152/0004-70,26276,154045,15
000012022,11.056.054/0001-95,22000,130094,18
000012022,11.235.004/0001-75,48002,170055,13
000012022,11.399.787/0001-22,26431,158360,3
000012022,11.871.623/0001-56,26413,158099,3
000012022,12.095.551/0001-65,25000,170018,50
000012022,12.110.438/0001-01,25000,170018,11
000012022,17.691.249/0001-93,62201,113217,8
000012022,19.234.161/0001-78,22000,130093,5
000012022,21.550.729/0001-01,26404,154618,5
000012022,21.550.729/0001-01,26404,155884,1
000012022,23.395.242/0001-27,26406,158419,8
000012022,25.237.529/0001-54,22000,130028,8
000012022,31.959.959/0001-82,25000,170116,9
000012022,36.990.588/0001-15,14000,070028,2
000012022,39.323.495/0001-25,26436,158338,7
000012022,70.073.275/0001-30,39250,393001,53
000012022,72.201.379/0001-09,26432,154671,4
000012022,86.960.598/0001-86,41231,413010,9
000012022,91.239.376/0001-09,30203,183039,2
000012023,00.435.781/0001-47,26427,158410,6
000012023,01.232.642/0001-89,26403,158273,4
000012023,01.567.432/0001-41,63000,110097,6
000012023,04.276.973/0001-09,25000,170080,20
000012023,04.407.207/0001-36,30108,200338,59
000012023,05.025.180/0001-80,26414,158333,6
000012023,05.281.484/0001-08,14000,070028,20
000012023,05.353.545/0001-03,14000,070017,36
000012023,05.531.239/0001-01,26431,158355,3
000012023,06.088.000/0006-86,25000,170217,4
000012023,09.019.150/0001-11,26431,154705,1
000012023,09.324.222/0001-34,48002,170055,6
000012023,09.540.692/0001-35,30802,200110,6
000012023,09.942.594/0002-05,22000,130069,7
000012023,10.321.422/0001-12,42207,343020,2
000012023,11.162.311/0001-73,39250,393001,22
000012023,11.192.894/0001-85,44207,443034,9
000012023,11.312.296/0001-00,26406,158420,4
000012023,11.367.947/0001-51,63000,110102,2
000012023,11.399.787/0001-22,26431,158362,2
000012023,13.019.295/0002-70,30802,200139,11
000012023,14.116.631/0001-85,22000,130083,3
000012023,14.768.911/0001-78,25000,170078,22
000012023,20.212.548/0001-02,22000,130018,4
000012023,23.080.111/0001-50,63000,110097,3
000012023,23.999.936/0001-73,26419,158327,2
000012023,26.483.321/0001-88,13000,060001,21
000012023,26.856.475/0001-78,22000,130022,8
000012023,28.490.598/0001-63,26410,158378,14
000012023,31.089.900/0001-80,26414,158495,1
000012023,39.151.848/0001-57,62201,113214,5
000012023,40.282.584/0001-50,20301,113202,109
000012023,68.287.143/0001-60,25000,170058,3
000012023,82.513.490/0001-94,26432,158400,2
000012023,96.355.854/0001-60,26406,158421,3
000012024,01.232.642/0001-89,26403,155440,4
000012024,01.248.111/0001-84,48002,170195,11
000012024,01.863.518/0001-11,30203,183025,4
000012024,02.818.890/0001-79,25205,114601,11
000012024,04.808.914/0004-87,26431,158360,8
000012024,05.080.967/0001-44,22000,130058,16
000012024,05.228.723/0001-66,15000,080016,4
000012024,05.975.166/0001-47,26404,155821,15
000012024,05.990.291/0001-26,25000,170078,5
000012024,06.234.467/0001-82,26431,158362,2
000012024,06.234.467/0001-82,26431,158363,2
000012024,06.538.799/0001-50,30108,200394,2
000012024,08.243.787/0001-24,22000,130024,1
000012024,08.644.690/0001-23,36000,250030,3
000012024,09.198.704/0001-95,25000,170058,8
000012024,09.489.558/0001-57,26406,158421,1
000012024,10.364.152/0002-08,20411,343012,22
000012024,10.439.655/0001-14,26436,158126,7
000012024,10.528.510/0001-90,26432,158009,3
000012024,11.162.311/0001-73,30108,200334,60
000012024,11.866.801/0001-50,22000,130027,2
000012024,13.913.045/0001-07,63000,110161,1
000012024,15.079.514/0001-51,26432,156154,1
000012024,16.099.194/0001-64,48002,170075,4
000012024,19.703.791/0001-44,44207,443034,19
000012024,21.017.135/0001-30,30108,200378,9
000012024,21.088.004/0001-43,26431,154705,2
000012024,21.088.004/0001-43,26431,155199,3
000012024,25.220.173/0001-46,22000,130070,9
000012024,26.436.230/0001-91,25000,170116,3
000012024,34.137.836/0001-54,22000,130069,1
000012024,34.137.836/0001-54,26406,158419,8
000012024,34.939.967/0001-55,25000,170058,10
000012024,39.668.697/0001-09,25208,173039,5
000012024,82.592.544/0001-54,24000,240125,3
000012024,84.920.792/0001-02,30108,200366,14
000012024,97.549.823/0001-02,26406,158416,1
000012025,03.265.996/0001-55,26406,158429,4
000012025,08.112.812/0001-30,30108,200354,24
000012025,10.013.974/0001-63,26431,158360,12
000012025,53.322.415/0001-48,22000,130023,6
000012025,79.283.065/0009-07,26283,154054,25
000012025,79.283.065/0009-07,30108,200370,45
000022015,01.771.692/0001-34,26402,152815,6
000022015,01.771.692/0001-34,26402,158381,17
000022016,08.328.682/0001-78,26402,152805,7
000022016,72.201.379/0001-09,26258,150149,20
000022017,02.567.270/0001-04,26417,158138,9
000022017,16.207.888/0001-78,26443,155910,20
000022017,42.035.097/0001-18,26442,158634,13
000022018,03.340.389/0001-02,26405,158959,4
000022018,03.399.966/0001-31,44207,443048,1
000022018,04.350.057/0001-71,32396,323102,1
000022018,04.635.778/0001-28,26434,158385,18
000022018,09.439.320/0005-40,26402,152805,10
000022018,10.325.416/0001-33,26408,158291,5
000022018,42.035.097/0001-18,22000,130029,8
000022019,00.482.840/0001-38,25205,114625,2
000022019,00.899.223/0001-32,36201,254422,12
000022019,04.959.902/0001-00,26258,150151,2
000022019,05.608.779/0001-46,26432,154676,24
000022019,08.332.083/0001-28,26404,158435,10
000022019,09.019.150/0001-11,25000,170040,30
000022019,10.875.601/0001-00,26418,158477,3
000022019,12.282.201/0001-08,22000,130062,3
000022019,14.534.490/0003-82,26413,159002,5
000022019,15.797.933/0001-29,53207,533018,3
000022019,25.278.459/0005-06,48002,170347,16
000022019,39.272.265/0001-84,26406,158885,8
000022019,90.886.771/0001-10,26436,158338,9
000022020,01.724.109/0001-34,36201,254422,16
000022020,04.350.057/0001-71,22000,130056,20
000022020,04.689.066/0001-91,63000,110097,2
000022020,07.260.872/0001-38,36000,257042,13
000022020,07.529.101/0001-01,26421,158376,16
000022020,09.019.150/0001-11,30802,200112,20
000022020,09.172.237/0001-24,26279,154048,17
000022020,10.581.285/0001-55,63000,110592,130
000022020,11.505.046/0001-89,26403,158273,4
000022020,14.091.715/0001-01,26411,158123,5
000022020,15.014.790/0001-31,36212,253002,1
000022020,19.609.199/0001-88,25000,170035,1
000022020,19.972.593/0001-86,63000,110102,15
000022020,26.344.455/0001-18,22000,130063,20
000022020,27.746.003/0001-25,36212,253002,1
000022020,39.969.360/0001-31,68201,682010,4
000022020,83.569.459/0001-38,15000,080018,10
000022021,01.671.975/0001-04,22000,130077,9
000022021,02.685.728/0001-20,25000,170040,9
000022021,04.365.758/0001-84,26431,158363,8
000022021,05.956.304/0001-40,36201,254462,128
000022021,06.205.427/0001-02,26247,153164,119
000022021,06.303.138/0001-46,62201,113214,5
000022021,07.783.832/0001-70,63000,110096,70
000022021,07.917.508/0001-06,39250,393001,6
000022021,08.055.277/0001-23,26402,156655,3
000022021,10.565.981/0001-78,26413,158099,2
000022021,11.056.054/0001-95,22000,130094,3
000022021,11.112.668/0001-47,22000,130100,15
000022021,12.139.246/0001-28,25000,170178,2
000022021,12.668.873/0001-56,26442,158634,31
000022021,16.650.774/0001-06,30108,200340,3
000022021,17.564.726/0001-50,25205,114619,1
000022021,18.296.524/0001-37,25000,170058,8
000022021,19.045.361/0001-82,30802,200122,3
000022021,21.314.610/0001-30,25000,170262,12
000022021,22.688.729/0001-35,12000,090013,5
000022021,23.388.851/0001-59,25000,170078,6
000022021,27.934.344/0001-24,26431,155199,2
000022021,79.894.168/0001-48,37201,264011,4
000022022,00.482.840/0001-38,63000,110592,24
000022022,03.045.711/0001-70,26406,158417,3
000022022,03.543.374/0001-41,14000,070003,4
000022022,03.601.036/0002-08,14000,070023,3
000022022,04.145.970/0001-36,22000,130029,39
000022022,04.477.223/0001-03,63000,110161,7
000022022,04.808.914/0001-34,22000,130022,5
000022022,04.970.088/0001-25,26432,158396,1
000022022,06.028.733/0001-10,26424,158131,27
000022022,06.234.467/0001-82,25000,170035,12
000022022,07.815.993/0001-07,26404,155884,1
000022022,08.247.960/0001-62,52000,112408,125
000022022,08.491.163/0001-26,20301,113202,29
000022022,08.766.411/0001-02,26404,158277,33
000022022,09.019.150/0001-11,26443,155010,19
000022022,10.328.740/0001-05,25000,170156,403
000022022,10.392.232/0001-96,48002,170100,51
000022022,10.429.502/0001-96,36000,250036,1
000022022,10.581.285/0001-55,26436,154773,1
000022022,12.066.450/0001-66,26443,155016,23
000022022,12.742.245/0001-73,61201,113601,27
000022022,14.151.949/0001-05,26431,158357,8
000022022,14.534.490/0002-00,22000,130032,11
000022022,15.766.556/0001-60,22000,130027,4
000022022,18.374.567/0001-93,25000,170040,6
000022022,19.234.161/0001-78,48002,170347,3
000022022,21.715.793/0001-03,63000,110097,7
000022022,23.151.926/0001-83,26403,155440,5
000022022,23.361.040/0001-64,48002,170025,30
000022022,23.713.690/0001-21,26436,158338,2
000022022,23.801.648/0001-62,25000,170018,2
000022022,23.923.708/0001-10,14000,070022,11
000022022,27.149.049/0001-67,30108,200402,1
000022022,27.704.075/0001-00,30203,183025,4
000022022,28.872.136/0001-00,26414,158333,8
000022022,33.104.423/0001-00,26443,155915,49
000022022,33.412.883/0001-04,25208,173039,46
000022022,36.990.588/0001-15,30802,200123,2
000022022,57.183.816/0001-15,62201,113214,6
000022023,02.760.686/0001-44,48002,170064,7
000022023,03.123.972/0001-61,48002,170166,5
000022023,03.144.992/0001-19,22000,130074,5
000022023,04.539.534/0001-41,26418,158477,1
000022023,05.058.935/0001-42,35201,244001,22
000022023,05.427.994/0001-40,25208,173039,3
000022023,05.897.975/0001-88,30203,183025,5
000022023,08.282.615/0002-40,30802,200125,8
000022023,08.538.011/0001-31,48002,170347,2
000022023,09.019.150/0001-11,26431,154704,1
000022023,09.281.162/0001-10,44207,443034,3
000022023,09.324.222/0001-34,48002,170055,4
000022023,10.335.606/0001-31,22000,130023,10
000022023,11.312.296/0001-00,26406,158419,1
000022023,11.399.787/0001-22,26431,158357,2
000022023,11.834.039/0001-20,26414,158333,22
000022023,12.095.551/0001-65,25000,170088,12
000022023,13.566.782/0001-72,22000,130029,21
000022023,14.339.328/0001-41,26255,153036,8
000022023,14.928.920/0001-89,26443,156956,116
000022023,18.454.641/0001-81,30802,200233,1
000022023,19.907.785/0001-09,63000,110102,3
000022023,20.880.006/0001-08,48002,170100,1
000022023,21.017.135/0001-30,30802,200139,1
000022023,22.233.584/0001-88,30108,200366,1
000022023,23.080.111/0001-50,36000,250036,3
000022023,23.934.050/0001-41,22000,130028,4
000022023,25.044.767/0001-43,26403,155440,1
000022023,30.737.359/0001-07,63000,110099,6
000022023,31.089.900/0001-80,26414,158144,2
000022023,31.895.773/0001-07,22000,130083,12
000022023,33.285.255/0001-05,26201,155637,4
000022023,41.149.751/0001-51,62201,113214,3
000022023,42.407.445/0001-30,24000,240124,2
000022024,00.283.018/0002-29,26413,158309,11
000022024,01.248.111/0001-84,63000,110099,2
000022024,01.601.043/0001-95,26447,158717,6
000022024,01.781.151/0001-97,22000,130005,1
000022024,01.863.518/0001-11,30203,183025,4
000022024,03.012.610/0001-01,20411,343014,11
000022024,03.085.134/0001-40,30204,183038,4
000022024,03.470.083/0001-70,44207,443033,1
000022024,04.768.594/0001-36,26403,155440,1
000022024,04.791.213/0001-30,44207,443034,13
000022024,04.808.914/0004-87,26431,158361,8
000022024,07.473.476/0002-70,62201,113214,1
000022024,08.823.749/0001-40,63000,110161,3
000022024,09.210.284/0001-15,26414,158333,5
000022024,10.013.974/0001-63,26431,154704,1
000022024,10.013.974/0001-63,26431,158355,2
000022024,10.013.974/0001-63,26431,158363,1
000022024,13.912.590/0001-70,52000,110511,5
000022024,14.443.309/0001-60,22000,130025,9
000022024,15.014.790/0001-31,26406,158416,18
000022024,15.454.201/0001-36,30802,200126,23
000022024,16.650.774/0001-06,20411,343013,2
000022024,18.200.565/0001-88,14000,070008,10
000022024,21.119.443/0001-76,22000,130024,5
000022024,30.808.276/0002-42,30802,200232,12
000022024,32.007.849/0001-83,26406,158421,13
000022024,37.763.946/0001-10,48002,170195,3
000022024,40.188.257/0001-33,22000,130069,6
000022025,02.917.870/0001-55,30802,200121,16
000022025,05.670.079/0001-81,37202,510180,30
000022025,10.439.655/0001-14,63000,110161,1
000022025,10.533.299/0001-01,26436,151895,6
000022025,39.420.336/0001-49,25208,173039,2
000032016,00.643.692/0001-96,35000,240010,7
000032016,08.328.682/0001-78,26402,152800,9
000032017,04.970.088/0001-25,26258,154852,2
000032017,05.058.935/0001-42,35201,244001,24
000032017,10.439.655/0001-14,26266,154359,1
000032018,00.482.840/0001-38,26434,158385,7
000032018,13.028.145/0001-42,30802,200114,1
000032018,16.527.732/0001-74,30203,183025,1
000032018,33.373.325/0001-79,26436,158340,3
000032019,01.863.518/0001-11,30203,183025,9
000032019,02.425.466/0001-64,26431,158362,7
000032019,06.926.324/0001-31,20202,114702,14
000032019,07.015.265/0001-02,26432,158400,1
000032019,10.364.152/0001-27,36000,250036,5
000032019,10.491.127/0001-04,26405,158959,2
000032019,11.395.635/0001-51,62201,113216,34
000032019,12.778.433/0001-51,36201,254422,27
000032019,12.978.986/0001-58,26201,155626,5
000032019,16.815.585/0001-38,26439,158332,6
000032019,17.360.593/0001-08,22000,130070,3
000032019,21.938.382/0001-79,44207,443034,2
000032019,40.282.584/0001-50,24000,240123,9
000032020,00.435.781/0001-47,26427,158407,13
000032020,00.482.840/0001-38,26232,153038,267
000032020,02.977.954/0001-84,26419,158263,52
000032020,03.229.363/0001-91,26432,158395,11
000032020,04.179.738/0001-19,22000,130070,3
000032020,05.234.289/0001-27,26434,158385,16
000032020,08.247.960/0001-62,26407,158124,14
000032020,09.019.150/0001-11,26405,158960,3
000032020,09.019.150/0001-11,30802,200112,29
000032020,10.635.663/0001-36,26442,158634,11
000032020,10.875.601/0001-00,26418,151911,1
000032020,11.140.110/0001-75,48002,170344,2
000032020,14.071.312/0001-09,25000,170135,4
000032020,15.501.021/0001-68,26258,154852,4
000032020,15.562.375/0001-12,26258,150150,15
000032020,15.712.329/0002-33,36212,253002,4
000032020,17.433.496/0001-90,24000,240125,10
000032020,19.034.336/0001-01,26413,158312,5
000032020,22.688.729/0001-35,48002,170085,3
000032020,23.791.616/0001-23,22000,130069,7
000032020,36.990.588/0001-15,26436,158340,4
000032020,50.400.407/0001-84,26410,158437,2
000032020,79.283.065/0001-41,48002,170175,16
000032021,02.201.230/0001-44,26406,158416,17
000032021,02.425.466/0001-64,26431,158361,1
000032021,02.425.466/0001-64,26431,158362,2
000032021,05.769.219/0001-73,26443,155915,127
000032021,06.088.000/0005-03,41231,413008,11
000032021,08.202.514/0001-31,26436,151895,2
000032021,11.399.787/0001-22,26431,158355,3
000032021,12.589.220/0001-81,36000,250028,17
000032021,13.892.384/0001-46,26410,156121,13
000032021,15.439.139/0001-03,22000,130062,4
000032021,17.086.031/0001-00,26242,153080,59
000032021,24.126.948/0001-56,26417,155895,7
000032021,27.934.344/0001-24,26431,158358,1
000032021,40.170.029/0001-36,20203,203003,16
000032021,79.283.065/0003-03,26432,158395,10
000032021,84.503.770/0001-47,22000,130090,10
000032022,04.278.447/0001-88,25000,170078,40
000032022,04.350.057/0001-71,20701,193129,21
000032022,04.762.861/0001-68,30108,200404,2
000032022,04.970.088/0001-25,26432,154676,20
000032022,05.531.239/0001-01,26431,158362,3
000032022,05.891.583/0001-01,26410,158437,6
000032022,07.319.323/0001-91,26432,158009,6
000032022,07.442.731/0001-36,62201,113214,164
000032022,09.019.150/0001-11,26431,158358,2
000032022,10.528.510/0001-90,26411,158123,2
000032022,10.533.299/0001-01,26436,158126,15
000032022,12.095.551/0001-65,25000,170088,8
000032022,14.053.887/0001-90,48002,170075,5
000032022,14.151.949/0001-05,26431,158363,8
000032022,14.795.061/0001-05,26258,153176,15
000032022,15.014.790/0001-31,26424,158131,90
000032022,16.650.774/0001-06,63000,110156,9
000032022,17.267.179/0001-40,26432,156154,9
000032022,18.463.024/0001-42,26410,156121,1
000032022,19.088.605/0001-04,26406,158419,7
000032022,19.088.605/0001-04,30204,183038,6
000032022,20.928.948/0001-19,24000,240124,16
000032022,21.143.724/0001-64,26432,158400,16
000032022,22.873.642/0001-38,22000,130069,6
000032022,23.612.289/0001-03,44207,443034,10
000032022,27.704.075/0001-00,30203,183025,2
000032022,37.063.013/0001-10,63000,110161,41
000032022,66.700.295/0001-17,62201,113214,9
000032022,73.833.360/0001-48,25208,173039,2
000032022,78.533.312/0001-58,36211,255000,28
000032022,79.283.065/0001-41,20301,113202,4
000032022,86.960.598/0001-86,25000,170040,3
000032023,01.099.686/0001-82,14000,070023,9
000032023,04.539.534/0001-41,26418,158477,1
000032023,05.670.079/0001-81,26412,158305,19
000032023,06.050.322/0001-21,26405,158960,1
000032023,06.059.231/0001-57,63000,110099,3
000032023,06.234.467/0001-82,26431,154704,1
000032023,07.046.566/0001-01,62201,113214,4
000032023,08.491.163/0001-26,25208,173039,8
000032023,08.538.011/0001-31,30802,200232,1
000032023,08.764.312/0001-83,30108,200354,29
000032023,10.874.523/0001-10,26413,158099,1
000032023,10.875.601/0001-00,48002,170055,1
000032023,10.925.920/0001-74,22000,130056,2
000032023,13.892.384/0001-46,26410,155854,2
000032023,14.093.210/0001-86,30108,200390,10
000032023,14.585.324/0001-43,22000,130021,8
000032023,15.413.826/0001-50,48002,170106,1
000032023,15.501.021/0001-68,26267,158658,8
000032023,17.267.179/0001-40,44207,443034,10
000032023,18.200.565/0001-88,36000,250032,5
000032023,20.254.135/0001-90,14000,070017,10
000032023,21.595.019/0001-06,30108,200358,1
000032023,22.081.733/0001-30,20203,203003,15
000032023,23.080.111/0001-50,63000,110102,16
000032023,27.934.344/0001-24,22000,130018,7
000032023,27.943.494/0001-02,26431,158361,1
000032023,31.318.169/0001-18,26406,158416,7
000032023,72.581.283/0001-13,62201,113214,14
000032024,00.482.840/0001-38,25000,170156,22
000032024,00.482.840/0001-38,26413,159002,8
000032024,01.099.686/0001-82,22000,130080,2
000032024,01.099.686/0001-82,30108,200334,13
000032024,01.182.827/0001-26,22000,130027,8
000032024,02.363.284/0001-06,26432,158400,1
000032024,02.818.890/0001-79,48002,170106,21
000032024,03.609.079/0001-40,26431,154704,6
000032024,04.278.447/0001-88,26406,158422,2
000032024,04.808.914/0004-87,22000,130021,8
000032024,05.937.839/0001-74,22000,130023,4
000032024,05.969.071/0001-10,26418,151909,2
000032024,07.394.613/0001-08,26267,158658,11
000032024,08.744.139/0001-51,52121,160148,36
000032024,08.951.474/0001-20,30802,200126,15
000032024,10.392.232/0002-77,26404,154618,8
000032024,10.944.071/0001-04,63000,110099,13
000032024,11.404.230/0001-32,22000,130022,12
000032024,11.659.891/0001-09,20701,193129,18
000032024,15.501.021/0001-68,48002,170153,31
000032024,18.791.311/0001-81,48002,170214,2
000032024,25.128.718/0001-99,44207,443034,1
000032024,27.500.404/0001-09,63000,110102,8
000032024,33.285.255/0001-05,25205,114601,18
000032025,12.095.551/0001-65,25000,170088,2
000032025,20.599.605/0001-58,48002,170166,11
000032025,33.285.255/0001-05,25205,114601,4
000032025,43.929.307/0001-84,26258,153178,4
000032025,46.028.322/0001-40,53202,533013,3
000032025,46.757.933/0001-29,26413,158099,9
000032025,97.549.823/0001-02,22000,130058,4
000042015,01.771.692/0001-34,26402,152800,6
000042015,01.771.692/0001-34,26402,158383,4
000042016,03.822.268/0001-05,26418,151911,1
000042016,08.328.682/0001-78,26402,152815,9
000042016,08.328.682/0001-78,26402,158383,22
000042017,05.891.583/0001-01,26410,158437,6
000042017,07.738.828/0001-90,26404,158435,6
000042018,00.332.087/0005-28,22000,130077,8
000042018,11.056.054/0001-95,26416,156104,3
000042018,15.312.517/0001-93,30202,194019,5
000042018,16.527.732/0001-74,30203,183025,3
000042019,03.045.711/0001-70,26406,158421,3
000042019,05.457.677/0001-77,37201,264001,11
000042019,07.815.993/0001-07,30802,200114,32
000042019,08.585.300/0001-91,36000,257033,1
000042019,08.656.318/0001-37,36212,253002,1
000042019,11.162.311/0001-73,30108,200370,5
000042019,11.399.787/0001-22,22000,130069,8
000042019,12.894.679/0001-99,14000,070017,19
000042019,16.695.665/0001-05,48002,170114,145
000042019,21.750.520/0001-91,26419,158263,1
000042019,23.941.500/0001-23,25000,170018,1
000042019,25.278.459/0001-82,22000,130093,4
000042019,31.376.361/0001-60,24000,240123,10
000042020,00.665.620/0001-40,36212,253002,3
000042020,02.650.833/0001-23,26448,158718,69
000042020,02.891.176/0001-06,26432,158398,1
000042020,03.394.369/0001-14,26404,158129,4
000042020,03.394.369/0001-14,48002,170075,57
000042020,04.451.516/0001-03,36000,257051,28
000042020,06.028.733/0001-10,22000,130094,18
000042020,07.473.476/0002-70,62201,113214,4
000042020,10.330.342/0001-23,26402,158380,1
000042020,11.162.311/0001-73,26291,154003,19
000042020,11.933.418/0001-78,22000,130070,4
000042020,12.403.043/0001-05,22000,130090,21
000042020,12.904.815/0001-84,26410,158437,11
000042020,13.334.753/0001-85,22000,130063,5
000042020,14.795.061/0001-05,26258,153029,4
000042020,14.935.553/0001-40,44207,443048,17
000042020,15.219.654/0001-88,52000,112408,57
000042020,15.309.324/0001-83,30802,200122,40
000042020,15.787.759/0001-33,22000,130028,2
000042020,22.688.729/0001-35,12000,090013,5
000042020,34.804.385/0001-61,22000,130093,19
000042020,36.990.588/0001-15,20701,193112,11
000042020,79.283.065/0001-41,22000,130072,24
000042020,79.283.065/0001-41,48002,170175,5
000042021,00.482.840/0001-38,26406,158420,4
000042021,01.771.692/0001-34,25000,170058,8
000042021,04.718.633/0001-90,26403,154783,2
000042021,06.152.791/0001-51,41231,413009,7
000042021,07.094.346/0001-45,24000,240123,26
000042021,08.055.277/0001-23,26402,158383,6
000042021,08.055.277/0001-23,26436,154773,1
000042021,08.704.691/0001-16,29000,290002,1
000042021,10.439.655/0001-14,26432,154676,8
000042021,11.399.787/0001-22,26431,158361,5
000042021,11.399.787/0001-22,26431,158362,6
000042021,11.399.787/0001-22,26431,158363,9
000042021,13.668.695/0001-26,26413,159004,11
000042021,19.088.605/0001-04,26433,152237,2
000042021,23.361.040/0001-64,22000,130069,1
000042022,00.087.163/0004-04,26432,154676,27
000042022,01.999.130/0001-42,30108,200378,5
000042022,02.531.343/0001-08,26432,158400,1
000042022,02.531.343/0001-08,26436,151895,9
000042022,02.877.566/0001-21,14000,070014,13
000042022,03.363.962/0001-01,26258,153177,1
000042022,04.365.758/0001-84,26431,158358,11
000042022,05.821.798/0001-56,30108,200390,1
000042022,05.969.071/0001-10,20301,113202,5
000042022,06.059.231/0001-57,22000,130072,12
000042022,06.178.121/0001-04,36000,257042,10
000042022,06.262.138/0001-45,26443,156956,51
000042022,07.271.878/0001-00,44207,443033,19
000042022,07.319.323/0001-91,26432,158395,2
000042022,08.764.312/0001-83,48002,170100,79
000042022,10.339.944/0001-41,26292,344002,43
000042022,10.960.962/0001-46,26404,155891,9
000042022,11.399.787/0001-22,26431,158363,2
000042022,11.446.367/0001-50,26436,158126,10
000042022,11.804.114/0001-00,20411,343024,15
000042022,13.624.934/0001-46,20411,343012,4
000042022,13.892.384/0001-46,26410,158437,31
000042022,13.892.384/0001-46,26410,158441,16
000042022,14.151.949/0001-05,26431,158355,8
000042022,15.014.790/0001-31,26424,158131,15
000042022,15.454.201/0001-36,26406,158417,3
000042022,16.934.245/0001-26,26267,158658,10
